"censusdate","abundance","scientificname"
1982-04-28,0,"Reithrodontomys montanus"
1982-04-28,0,"Sigmodon fulviventer"
1982-04-28,0,"Sigmodon hispidus"
1982-04-28,0,"Sigmodon ochrognathus"
1982-05-21,0,"Baiomys taylori"
1982-05-21,29,"Dipodomys merriami"
1982-05-21,7,"Dipodomys ordii"
1982-05-21,38,"Dipodomys spectabilis"
1982-05-21,6,"Neotoma albigula"
1982-05-21,4,"Onychomys leucogaster"
1982-05-21,2,"Onychomys torridus"
1982-05-21,0,"Chaetodipus baileyi"
1982-05-21,4,"Peromyscus eremicus"
1982-05-21,3,"Perognathus flavus"
1982-05-21,0,"Chaetodipus hispidus"
1982-05-21,0,"Chaetodipus intermedius"
1982-05-21,0,"Peromyscus leucopus"
1982-05-21,1,"Peromyscus maniculatus"
1982-05-21,3,"Chaetodipus penicillatus"
1982-05-21,0,"Reithrodontomys fulvescens"
1982-05-21,4,"Reithrodontomys megalotis"
1982-05-21,0,"Reithrodontomys montanus"
1982-05-21,0,"Sigmodon fulviventer"
1982-05-21,1,"Sigmodon hispidus"
1982-05-21,0,"Sigmodon ochrognathus"
1982-06-28,0,"Baiomys taylori"
1982-06-28,37,"Dipodomys merriami"
1982-06-28,6,"Dipodomys ordii"
1982-06-28,37,"Dipodomys spectabilis"
1982-06-28,9,"Neotoma albigula"
1982-06-28,3,"Onychomys leucogaster"
1982-06-28,4,"Onychomys torridus"
1982-06-28,0,"Chaetodipus baileyi"
1982-06-28,1,"Peromyscus eremicus"
1982-06-28,5,"Perognathus flavus"
1982-06-28,0,"Chaetodipus hispidus"
1982-06-28,0,"Chaetodipus intermedius"
1982-06-28,0,"Peromyscus leucopus"
1982-06-28,0,"Peromyscus maniculatus"
1982-06-28,4,"Chaetodipus penicillatus"
1982-06-28,0,"Reithrodontomys fulvescens"
1982-06-28,0,"Reithrodontomys megalotis"
1982-06-28,0,"Reithrodontomys montanus"
1982-06-28,0,"Sigmodon fulviventer"
1982-06-28,1,"Sigmodon hispidus"
1982-06-28,0,"Sigmodon ochrognathus"
1982-07-25,0,"Baiomys taylori"
1982-07-25,36,"Dipodomys merriami"
1982-07-25,7,"Dipodomys ordii"
1982-07-25,33,"Dipodomys spectabilis"
1982-07-25,12,"Neotoma albigula"
1982-07-25,2,"Onychomys leucogaster"
1982-07-25,10,"Onychomys torridus"
1982-07-25,0,"Chaetodipus baileyi"
1982-07-25,2,"Peromyscus eremicus"
1982-07-25,6,"Perognathus flavus"
1982-07-25,0,"Chaetodipus hispidus"
1982-07-25,0,"Chaetodipus intermedius"
1982-07-25,0,"Peromyscus leucopus"
1982-07-25,1,"Peromyscus maniculatus"
1982-07-25,3,"Chaetodipus penicillatus"
1982-07-25,0,"Reithrodontomys fulvescens"
1982-07-25,1,"Reithrodontomys megalotis"
1982-07-25,0,"Reithrodontomys montanus"
1982-07-25,0,"Sigmodon fulviventer"
1982-07-25,0,"Sigmodon hispidus"
1982-07-25,0,"Sigmodon ochrognathus"
1982-08-15,0,"Baiomys taylori"
1982-08-15,49,"Dipodomys merriami"
1982-08-15,8,"Dipodomys ordii"
1982-08-15,30,"Dipodomys spectabilis"
1982-08-15,8,"Neotoma albigula"
1982-08-15,3,"Onychomys leucogaster"
1982-08-15,5,"Onychomys torridus"
1982-08-15,0,"Chaetodipus baileyi"
1982-08-15,3,"Peromyscus eremicus"
1982-08-15,8,"Perognathus flavus"
1982-08-15,0,"Chaetodipus hispidus"
1982-08-15,0,"Chaetodipus intermedius"
1982-08-15,0,"Peromyscus leucopus"
1982-08-15,3,"Peromyscus maniculatus"
1982-08-15,5,"Chaetodipus penicillatus"
1982-08-15,0,"Reithrodontomys fulvescens"
1982-08-15,1,"Reithrodontomys megalotis"
1982-08-15,0,"Reithrodontomys montanus"
1982-08-15,0,"Sigmodon fulviventer"
1982-08-15,0,"Sigmodon hispidus"
1982-08-15,0,"Sigmodon ochrognathus"
1982-09-18,0,"Baiomys taylori"
1982-09-18,41,"Dipodomys merriami"
1982-09-18,6,"Dipodomys ordii"
1982-09-18,20,"Dipodomys spectabilis"
1982-09-18,4,"Neotoma albigula"
1982-09-18,6,"Onychomys leucogaster"
1982-09-18,12,"Onychomys torridus"
1982-09-18,0,"Chaetodipus baileyi"
1982-09-18,0,"Peromyscus eremicus"
1982-09-18,6,"Perognathus flavus"
1982-09-18,0,"Chaetodipus hispidus"
1982-09-18,0,"Chaetodipus intermedius"
1982-09-18,0,"Peromyscus leucopus"
1982-09-18,1,"Peromyscus maniculatus"
1982-09-18,3,"Chaetodipus penicillatus"
1982-09-18,0,"Reithrodontomys fulvescens"
1982-09-18,0,"Reithrodontomys megalotis"
1982-09-18,0,"Reithrodontomys montanus"
1982-09-18,0,"Sigmodon fulviventer"
1982-09-18,0,"Sigmodon hispidus"
1982-09-18,0,"Sigmodon ochrognathus"
1982-11-21,0,"Baiomys taylori"
1982-11-21,52,"Dipodomys merriami"
1982-11-21,17,"Dipodomys ordii"
1982-11-21,24,"Dipodomys spectabilis"
1982-11-21,6,"Neotoma albigula"
1982-11-21,11,"Onychomys leucogaster"
1982-11-21,6,"Onychomys torridus"
1982-11-21,0,"Chaetodipus baileyi"
1982-11-21,2,"Peromyscus eremicus"
1982-11-21,16,"Perognathus flavus"
1982-11-21,0,"Chaetodipus hispidus"
1982-11-21,0,"Chaetodipus intermedius"
1982-11-21,0,"Peromyscus leucopus"
1982-11-21,2,"Peromyscus maniculatus"
1982-11-21,0,"Chaetodipus penicillatus"
1982-11-21,0,"Reithrodontomys fulvescens"
1982-11-21,3,"Reithrodontomys megalotis"
1982-11-21,0,"Reithrodontomys montanus"
1982-11-21,0,"Sigmodon fulviventer"
1982-11-21,0,"Sigmodon hispidus"
1982-11-21,0,"Sigmodon ochrognathus"
1983-01-12,0,"Baiomys taylori"
1983-01-12,54,"Dipodomys merriami"
1983-01-12,19,"Dipodomys ordii"
1983-01-12,18,"Dipodomys spectabilis"
1983-01-12,3,"Neotoma albigula"
1983-01-12,10,"Onychomys leucogaster"
1983-01-12,2,"Onychomys torridus"
1983-01-12,0,"Chaetodipus baileyi"
1983-01-12,1,"Peromyscus eremicus"
1983-01-12,8,"Perognathus flavus"
1983-01-12,0,"Chaetodipus hispidus"
1983-01-12,0,"Chaetodipus intermedius"
1983-01-12,0,"Peromyscus leucopus"
1983-01-12,2,"Peromyscus maniculatus"
1983-01-12,0,"Chaetodipus penicillatus"
1983-01-12,0,"Reithrodontomys fulvescens"
1983-01-12,10,"Reithrodontomys megalotis"
1983-01-12,0,"Reithrodontomys montanus"
1983-01-12,0,"Sigmodon fulviventer"
1983-01-12,0,"Sigmodon hispidus"
1983-01-12,0,"Sigmodon ochrognathus"
1983-02-26,0,"Baiomys taylori"
1983-02-26,43,"Dipodomys merriami"
1983-02-26,18,"Dipodomys ordii"
1983-02-26,10,"Dipodomys spectabilis"
1983-02-26,1,"Neotoma albigula"
1983-02-26,5,"Onychomys leucogaster"
1983-02-26,2,"Onychomys torridus"
1983-02-26,0,"Chaetodipus baileyi"
1983-02-26,2,"Peromyscus eremicus"
1983-02-26,2,"Perognathus flavus"
1983-02-26,0,"Chaetodipus hispidus"
1983-02-26,0,"Chaetodipus intermedius"
1983-02-26,0,"Peromyscus leucopus"
1983-02-26,1,"Peromyscus maniculatus"
1983-02-26,0,"Chaetodipus penicillatus"
1983-02-26,0,"Reithrodontomys fulvescens"
1983-02-26,7,"Reithrodontomys megalotis"
1983-02-26,0,"Reithrodontomys montanus"
1983-02-26,0,"Sigmodon fulviventer"
1983-02-26,0,"Sigmodon hispidus"
1983-02-26,0,"Sigmodon ochrognathus"
1983-03-14,0,"Baiomys taylori"
1983-03-14,44,"Dipodomys merriami"
1983-03-14,17,"Dipodomys ordii"
1983-03-14,19,"Dipodomys spectabilis"
1983-03-14,0,"Neotoma albigula"
1983-03-14,10,"Onychomys leucogaster"
1983-03-14,4,"Onychomys torridus"
1983-03-14,0,"Chaetodipus baileyi"
1983-03-14,2,"Peromyscus eremicus"
1983-03-14,11,"Perognathus flavus"
1983-03-14,0,"Chaetodipus hispidus"
1983-03-14,0,"Chaetodipus intermedius"
1983-03-14,0,"Peromyscus leucopus"
1983-03-14,0,"Peromyscus maniculatus"
1983-03-14,0,"Chaetodipus penicillatus"
1983-03-14,0,"Reithrodontomys fulvescens"
1983-03-14,12,"Reithrodontomys megalotis"
1983-03-14,0,"Reithrodontomys montanus"
1983-03-14,0,"Sigmodon fulviventer"
1983-03-14,0,"Sigmodon hispidus"
1983-03-14,0,"Sigmodon ochrognathus"
1983-04-16,0,"Baiomys taylori"
1983-04-16,35,"Dipodomys merriami"
1983-04-16,12,"Dipodomys ordii"
1983-04-16,35,"Dipodomys spectabilis"
1983-04-16,3,"Neotoma albigula"
1983-04-16,4,"Onychomys leucogaster"
1983-04-16,0,"Onychomys torridus"
1983-04-16,0,"Chaetodipus baileyi"
1983-04-16,4,"Peromyscus eremicus"
1983-04-16,13,"Perognathus flavus"
1983-04-16,0,"Chaetodipus hispidus"
1983-04-16,0,"Chaetodipus intermedius"
1983-04-16,0,"Peromyscus leucopus"
1983-04-16,2,"Peromyscus maniculatus"
1983-04-16,2,"Chaetodipus penicillatus"
1983-04-16,0,"Reithrodontomys fulvescens"
1983-04-16,4,"Reithrodontomys megalotis"
1983-04-16,0,"Reithrodontomys montanus"
1983-04-16,0,"Sigmodon fulviventer"
1983-04-16,0,"Sigmodon hispidus"
1983-04-16,0,"Sigmodon ochrognathus"
1983-05-14,0,"Baiomys taylori"
1983-05-14,31,"Dipodomys merriami"
1983-05-14,6,"Dipodomys ordii"
1983-05-14,29,"Dipodomys spectabilis"
1983-05-14,3,"Neotoma albigula"
1983-05-14,0,"Onychomys leucogaster"
1983-05-14,6,"Onychomys torridus"
1983-05-14,0,"Chaetodipus baileyi"
1983-05-14,4,"Peromyscus eremicus"
1983-05-14,6,"Perognathus flavus"
1983-05-14,0,"Chaetodipus hispidus"
1983-05-14,0,"Chaetodipus intermedius"
1983-05-14,0,"Peromyscus leucopus"
1983-05-14,1,"Peromyscus maniculatus"
1983-05-14,5,"Chaetodipus penicillatus"
1983-05-14,0,"Reithrodontomys fulvescens"
1983-05-14,4,"Reithrodontomys megalotis"
1983-05-14,0,"Reithrodontomys montanus"
1983-05-14,0,"Sigmodon fulviventer"
1983-05-14,0,"Sigmodon hispidus"
1983-05-14,0,"Sigmodon ochrognathus"
1983-06-17,0,"Baiomys taylori"
1983-06-17,23,"Dipodomys merriami"
1983-06-17,13,"Dipodomys ordii"
1983-06-17,25,"Dipodomys spectabilis"
1983-06-17,7,"Neotoma albigula"
1983-06-17,1,"Onychomys leucogaster"
1983-06-17,7,"Onychomys torridus"
1983-06-17,0,"Chaetodipus baileyi"
1983-06-17,0,"Peromyscus eremicus"
1983-06-17,3,"Perognathus flavus"
1983-06-17,0,"Chaetodipus hispidus"
1983-06-17,0,"Chaetodipus intermedius"
1983-06-17,0,"Peromyscus leucopus"
1983-06-17,0,"Peromyscus maniculatus"
1983-06-17,3,"Chaetodipus penicillatus"
1983-06-17,0,"Reithrodontomys fulvescens"
1983-06-17,1,"Reithrodontomys megalotis"
1983-06-17,0,"Reithrodontomys montanus"
1983-06-17,0,"Sigmodon fulviventer"
1983-06-17,0,"Sigmodon hispidus"
1983-06-17,0,"Sigmodon ochrognathus"
1983-07-16,0,"Baiomys taylori"
1983-07-16,30,"Dipodomys merriami"
1983-07-16,9,"Dipodomys ordii"
1983-07-16,12,"Dipodomys spectabilis"
1983-07-16,8,"Neotoma albigula"
1983-07-16,0,"Onychomys leucogaster"
1983-07-16,6,"Onychomys torridus"
1983-07-16,0,"Chaetodipus baileyi"
1983-07-16,0,"Peromyscus eremicus"
1983-07-16,2,"Perognathus flavus"
1983-07-16,0,"Chaetodipus hispidus"
1983-07-16,0,"Chaetodipus intermedius"
1983-07-16,0,"Peromyscus leucopus"
1983-07-16,0,"Peromyscus maniculatus"
1983-07-16,4,"Chaetodipus penicillatus"
1983-07-16,0,"Reithrodontomys fulvescens"
1983-07-16,1,"Reithrodontomys megalotis"
1983-07-16,0,"Reithrodontomys montanus"
1983-07-16,0,"Sigmodon fulviventer"
1983-07-16,0,"Sigmodon hispidus"
1983-07-16,0,"Sigmodon ochrognathus"
1983-08-15,0,"Baiomys taylori"
1983-08-15,35,"Dipodomys merriami"
1983-08-15,7,"Dipodomys ordii"
1983-08-15,17,"Dipodomys spectabilis"
1983-08-15,11,"Neotoma albigula"
1983-08-15,0,"Onychomys leucogaster"
1983-08-15,8,"Onychomys torridus"
1983-08-15,0,"Chaetodipus baileyi"
1983-08-15,0,"Peromyscus eremicus"
1983-08-15,5,"Perognathus flavus"
1983-08-15,0,"Chaetodipus hispidus"
1983-08-15,0,"Chaetodipus intermedius"
1983-08-15,0,"Peromyscus leucopus"
1983-08-15,0,"Peromyscus maniculatus"
1983-08-15,6,"Chaetodipus penicillatus"
1983-08-15,0,"Reithrodontomys fulvescens"
1983-08-15,0,"Reithrodontomys megalotis"
1983-08-15,0,"Reithrodontomys montanus"
1983-08-15,0,"Sigmodon fulviventer"
1983-08-15,0,"Sigmodon hispidus"
1983-08-15,0,"Sigmodon ochrognathus"
1983-09-10,0,"Baiomys taylori"
1983-09-10,32,"Dipodomys merriami"
1983-09-10,14,"Dipodomys ordii"
1983-09-10,26,"Dipodomys spectabilis"
1983-09-10,18,"Neotoma albigula"
1983-09-10,1,"Onychomys leucogaster"
1983-09-10,2,"Onychomys torridus"
1983-09-10,0,"Chaetodipus baileyi"
1983-09-10,0,"Peromyscus eremicus"
1983-09-10,5,"Perognathus flavus"
1983-09-10,0,"Chaetodipus hispidus"
1983-09-10,0,"Chaetodipus intermedius"
1983-09-10,0,"Peromyscus leucopus"
1983-09-10,0,"Peromyscus maniculatus"
1983-09-10,4,"Chaetodipus penicillatus"
1983-09-10,0,"Reithrodontomys fulvescens"
1983-09-10,0,"Reithrodontomys megalotis"
1983-09-10,0,"Reithrodontomys montanus"
1983-09-10,0,"Sigmodon fulviventer"
1983-09-10,0,"Sigmodon hispidus"
1983-09-10,0,"Sigmodon ochrognathus"
1983-10-15,0,"Baiomys taylori"
1983-10-15,35,"Dipodomys merriami"
1983-10-15,14,"Dipodomys ordii"
1983-10-15,31,"Dipodomys spectabilis"
1983-10-15,8,"Neotoma albigula"
1983-10-15,2,"Onychomys leucogaster"
1983-10-15,9,"Onychomys torridus"
1983-10-15,0,"Chaetodipus baileyi"
1983-10-15,0,"Peromyscus eremicus"
1983-10-15,2,"Perognathus flavus"
1983-10-15,0,"Chaetodipus hispidus"
1983-10-15,0,"Chaetodipus intermedius"
1983-10-15,0,"Peromyscus leucopus"
1983-10-15,0,"Peromyscus maniculatus"
1983-10-15,1,"Chaetodipus penicillatus"
1983-10-15,0,"Reithrodontomys fulvescens"
1983-10-15,1,"Reithrodontomys megalotis"
1983-10-15,0,"Reithrodontomys montanus"
1983-10-15,0,"Sigmodon fulviventer"
1983-10-15,0,"Sigmodon hispidus"
1983-10-15,0,"Sigmodon ochrognathus"
1983-11-12,0,"Baiomys taylori"
1983-11-12,35,"Dipodomys merriami"
1983-11-12,15,"Dipodomys ordii"
1983-11-12,26,"Dipodomys spectabilis"
1983-11-12,5,"Neotoma albigula"
1983-11-12,4,"Onychomys leucogaster"
1983-11-12,8,"Onychomys torridus"
1983-11-12,0,"Chaetodipus baileyi"
1983-11-12,0,"Peromyscus eremicus"
1983-11-12,1,"Perognathus flavus"
1983-11-12,0,"Chaetodipus hispidus"
1983-11-12,0,"Chaetodipus intermedius"
1983-11-12,0,"Peromyscus leucopus"
1983-11-12,0,"Peromyscus maniculatus"
1983-11-12,0,"Chaetodipus penicillatus"
1983-11-12,0,"Reithrodontomys fulvescens"
1983-11-12,0,"Reithrodontomys megalotis"
1983-11-12,0,"Reithrodontomys montanus"
1983-11-12,0,"Sigmodon fulviventer"
1983-11-12,0,"Sigmodon hispidus"
1983-11-12,0,"Sigmodon ochrognathus"
1983-12-08,0,"Baiomys taylori"
1983-12-08,35,"Dipodomys merriami"
1983-12-08,11,"Dipodomys ordii"
1983-12-08,22,"Dipodomys spectabilis"
1983-12-08,6,"Neotoma albigula"
1983-12-08,6,"Onychomys leucogaster"
1983-12-08,9,"Onychomys torridus"
1983-12-08,0,"Chaetodipus baileyi"
1983-12-08,1,"Peromyscus eremicus"
1983-12-08,0,"Perognathus flavus"
1983-12-08,0,"Chaetodipus hispidus"
1983-12-08,0,"Chaetodipus intermedius"
1983-12-08,0,"Peromyscus leucopus"
1983-12-08,0,"Peromyscus maniculatus"
1983-12-08,0,"Chaetodipus penicillatus"
1983-12-08,0,"Reithrodontomys fulvescens"
1983-12-08,1,"Reithrodontomys megalotis"
1983-12-08,0,"Reithrodontomys montanus"
1983-12-08,0,"Sigmodon fulviventer"
1983-12-08,0,"Sigmodon hispidus"
1983-12-08,0,"Sigmodon ochrognathus"
1984-02-04,0,"Baiomys taylori"
1984-02-04,33,"Dipodomys merriami"
1984-02-04,10,"Dipodomys ordii"
1984-02-04,17,"Dipodomys spectabilis"
1984-02-04,0,"Neotoma albigula"
1984-02-04,6,"Onychomys leucogaster"
1984-02-04,3,"Onychomys torridus"
1984-02-04,0,"Chaetodipus baileyi"
1984-02-04,0,"Peromyscus eremicus"
1984-02-04,0,"Perognathus flavus"
1984-02-04,0,"Chaetodipus hispidus"
1984-02-04,0,"Chaetodipus intermedius"
1984-02-04,0,"Peromyscus leucopus"
1984-02-04,0,"Peromyscus maniculatus"
1984-02-04,0,"Chaetodipus penicillatus"
1984-02-04,0,"Reithrodontomys fulvescens"
1984-02-04,3,"Reithrodontomys megalotis"
1984-02-04,0,"Reithrodontomys montanus"
1984-02-04,0,"Sigmodon fulviventer"
1984-02-04,0,"Sigmodon hispidus"
1984-02-04,0,"Sigmodon ochrognathus"
1984-03-12,0,"Baiomys taylori"
1984-03-12,24,"Dipodomys merriami"
1984-03-12,8,"Dipodomys ordii"
1984-03-12,17,"Dipodomys spectabilis"
1984-03-12,1,"Neotoma albigula"
1984-03-12,2,"Onychomys leucogaster"
1984-03-12,1,"Onychomys torridus"
1984-03-12,0,"Chaetodipus baileyi"
1984-03-12,0,"Peromyscus eremicus"
1984-03-12,0,"Perognathus flavus"
1984-03-12,0,"Chaetodipus hispidus"
1984-03-12,0,"Chaetodipus intermedius"
1984-03-12,0,"Peromyscus leucopus"
1984-03-12,0,"Peromyscus maniculatus"
1984-03-12,1,"Chaetodipus penicillatus"
1984-03-12,0,"Reithrodontomys fulvescens"
1984-03-12,1,"Reithrodontomys megalotis"
1984-03-12,0,"Reithrodontomys montanus"
1984-03-12,0,"Sigmodon fulviventer"
1984-03-12,0,"Sigmodon hispidus"
1984-03-12,0,"Sigmodon ochrognathus"
1984-04-09,0,"Baiomys taylori"
1984-04-09,17,"Dipodomys merriami"
1984-04-09,4,"Dipodomys ordii"
1984-04-09,15,"Dipodomys spectabilis"
1984-04-09,3,"Neotoma albigula"
1984-04-09,1,"Onychomys leucogaster"
1984-04-09,1,"Onychomys torridus"
1984-04-09,0,"Chaetodipus baileyi"
1984-04-09,0,"Peromyscus eremicus"
1984-04-09,0,"Perognathus flavus"
1984-04-09,0,"Chaetodipus hispidus"
1984-04-09,0,"Chaetodipus intermedius"
1984-04-09,0,"Peromyscus leucopus"
1984-04-09,2,"Peromyscus maniculatus"
1984-04-09,1,"Chaetodipus penicillatus"
1984-04-09,0,"Reithrodontomys fulvescens"
1984-04-09,2,"Reithrodontomys megalotis"
1984-04-09,0,"Reithrodontomys montanus"
1984-04-09,0,"Sigmodon fulviventer"
1984-04-09,0,"Sigmodon hispidus"
1984-04-09,0,"Sigmodon ochrognathus"
1984-05-27,0,"Baiomys taylori"
1984-05-27,21,"Dipodomys merriami"
1984-05-27,7,"Dipodomys ordii"
1984-05-27,3,"Dipodomys spectabilis"
1984-05-27,7,"Neotoma albigula"
1984-05-27,4,"Onychomys leucogaster"
1984-05-27,3,"Onychomys torridus"
1984-05-27,0,"Chaetodipus baileyi"
1984-05-27,2,"Peromyscus eremicus"
1984-05-27,1,"Perognathus flavus"
1984-05-27,0,"Chaetodipus hispidus"
1984-05-27,0,"Chaetodipus intermedius"
1984-05-27,0,"Peromyscus leucopus"
1984-05-27,0,"Peromyscus maniculatus"
1984-05-27,1,"Chaetodipus penicillatus"
1984-05-27,0,"Reithrodontomys fulvescens"
1984-05-27,0,"Reithrodontomys megalotis"
1984-05-27,0,"Reithrodontomys montanus"
1984-05-27,0,"Sigmodon fulviventer"
1984-05-27,0,"Sigmodon hispidus"
1984-05-27,0,"Sigmodon ochrognathus"
1984-07-03,0,"Baiomys taylori"
1984-07-03,24,"Dipodomys merriami"
1984-07-03,6,"Dipodomys ordii"
1984-07-03,1,"Dipodomys spectabilis"
1984-07-03,5,"Neotoma albigula"
1984-07-03,4,"Onychomys leucogaster"
1984-07-03,3,"Onychomys torridus"
1984-07-03,0,"Chaetodipus baileyi"
1984-07-03,2,"Peromyscus eremicus"
1984-07-03,0,"Perognathus flavus"
1984-07-03,0,"Chaetodipus hispidus"
1984-07-03,0,"Chaetodipus intermedius"
1984-07-03,0,"Peromyscus leucopus"
1984-07-03,0,"Peromyscus maniculatus"
1984-07-03,2,"Chaetodipus penicillatus"
1984-07-03,0,"Reithrodontomys fulvescens"
1984-07-03,0,"Reithrodontomys megalotis"
1984-07-03,0,"Reithrodontomys montanus"
1984-07-03,0,"Sigmodon fulviventer"
1984-07-03,0,"Sigmodon hispidus"
1984-07-03,0,"Sigmodon ochrognathus"
1984-07-31,0,"Baiomys taylori"
1984-07-31,19,"Dipodomys merriami"
1984-07-31,4,"Dipodomys ordii"
1984-07-31,3,"Dipodomys spectabilis"
1984-07-31,7,"Neotoma albigula"
1984-07-31,4,"Onychomys leucogaster"
1984-07-31,6,"Onychomys torridus"
1984-07-31,0,"Chaetodipus baileyi"
1984-07-31,1,"Peromyscus eremicus"
1984-07-31,0,"Perognathus flavus"
1984-07-31,0,"Chaetodipus hispidus"
1984-07-31,0,"Chaetodipus intermedius"
1984-07-31,0,"Peromyscus leucopus"
1984-07-31,1,"Peromyscus maniculatus"
1984-07-31,4,"Chaetodipus penicillatus"
1984-07-31,0,"Reithrodontomys fulvescens"
1984-07-31,2,"Reithrodontomys megalotis"
1984-07-31,0,"Reithrodontomys montanus"
1984-07-31,0,"Sigmodon fulviventer"
1984-07-31,0,"Sigmodon hispidus"
1984-07-31,0,"Sigmodon ochrognathus"
1984-08-25,0,"Baiomys taylori"
1984-08-25,18,"Dipodomys merriami"
1984-08-25,4,"Dipodomys ordii"
1984-08-25,0,"Dipodomys spectabilis"
1984-08-25,6,"Neotoma albigula"
1984-08-25,2,"Onychomys leucogaster"
1984-08-25,5,"Onychomys torridus"
1984-08-25,0,"Chaetodipus baileyi"
1984-08-25,1,"Peromyscus eremicus"
1984-08-25,0,"Perognathus flavus"
1984-08-25,1,"Chaetodipus hispidus"
1984-08-25,0,"Chaetodipus intermedius"
1984-08-25,0,"Peromyscus leucopus"
1984-08-25,0,"Peromyscus maniculatus"
1984-08-25,1,"Chaetodipus penicillatus"
1984-08-25,0,"Reithrodontomys fulvescens"
1984-08-25,2,"Reithrodontomys megalotis"
1984-08-25,0,"Reithrodontomys montanus"
1984-08-25,0,"Sigmodon fulviventer"
1984-08-25,0,"Sigmodon hispidus"
1984-08-25,0,"Sigmodon ochrognathus"
1984-09-29,0,"Baiomys taylori"
1984-09-29,37,"Dipodomys merriami"
1984-09-29,8,"Dipodomys ordii"
1984-09-29,3,"Dipodomys spectabilis"
1984-09-29,4,"Neotoma albigula"
1984-09-29,4,"Onychomys leucogaster"
1984-09-29,3,"Onychomys torridus"
1984-09-29,0,"Chaetodipus baileyi"
1984-09-29,1,"Peromyscus eremicus"
1984-09-29,0,"Perognathus flavus"
1984-09-29,0,"Chaetodipus hispidus"
1984-09-29,0,"Chaetodipus intermedius"
1984-09-29,0,"Peromyscus leucopus"
1984-09-29,0,"Peromyscus maniculatus"
1984-09-29,2,"Chaetodipus penicillatus"
1984-09-29,0,"Reithrodontomys fulvescens"
1984-09-29,0,"Reithrodontomys megalotis"
1984-09-29,0,"Reithrodontomys montanus"
1984-09-29,0,"Sigmodon fulviventer"
1984-09-29,0,"Sigmodon hispidus"
1984-09-29,0,"Sigmodon ochrognathus"
1984-10-20,0,"Baiomys taylori"
1984-10-20,45,"Dipodomys merriami"
1984-10-20,12,"Dipodomys ordii"
1984-10-20,3,"Dipodomys spectabilis"
1984-10-20,3,"Neotoma albigula"
1984-10-20,6,"Onychomys leucogaster"
1984-10-20,3,"Onychomys torridus"
1984-10-20,0,"Chaetodipus baileyi"
1984-10-20,0,"Peromyscus eremicus"
1984-10-20,0,"Perognathus flavus"
1984-10-20,0,"Chaetodipus hispidus"
1984-10-20,0,"Chaetodipus intermedius"
1984-10-20,0,"Peromyscus leucopus"
1984-10-20,0,"Peromyscus maniculatus"
1984-10-20,1,"Chaetodipus penicillatus"
1984-10-20,0,"Reithrodontomys fulvescens"
1984-10-20,1,"Reithrodontomys megalotis"
1984-10-20,0,"Reithrodontomys montanus"
1984-10-20,0,"Sigmodon fulviventer"
1984-10-20,0,"Sigmodon hispidus"
1984-10-20,0,"Sigmodon ochrognathus"
1984-12-30,0,"Baiomys taylori"
1984-12-30,27,"Dipodomys merriami"
1984-12-30,13,"Dipodomys ordii"
1984-12-30,1,"Dipodomys spectabilis"
1984-12-30,0,"Neotoma albigula"
1984-12-30,4,"Onychomys leucogaster"
1984-12-30,3,"Onychomys torridus"
1984-12-30,0,"Chaetodipus baileyi"
1984-12-30,2,"Peromyscus eremicus"
1984-12-30,0,"Perognathus flavus"
1984-12-30,0,"Chaetodipus hispidus"
1984-12-30,0,"Chaetodipus intermedius"
1984-12-30,0,"Peromyscus leucopus"
1984-12-30,1,"Peromyscus maniculatus"
1984-12-30,0,"Chaetodipus penicillatus"
1984-12-30,0,"Reithrodontomys fulvescens"
1984-12-30,0,"Reithrodontomys megalotis"
1984-12-30,0,"Reithrodontomys montanus"
1984-12-30,0,"Sigmodon fulviventer"
1984-12-30,0,"Sigmodon hispidus"
1984-12-30,0,"Sigmodon ochrognathus"
1985-01-19,0,"Baiomys taylori"
1985-01-19,48,"Dipodomys merriami"
1985-01-19,28,"Dipodomys ordii"
1985-01-19,2,"Dipodomys spectabilis"
1985-01-19,0,"Neotoma albigula"
1985-01-19,6,"Onychomys leucogaster"
1985-01-19,7,"Onychomys torridus"
1985-01-19,0,"Chaetodipus baileyi"
1985-01-19,1,"Peromyscus eremicus"
1985-01-19,0,"Perognathus flavus"
1985-01-19,0,"Chaetodipus hispidus"
1985-01-19,0,"Chaetodipus intermedius"
1985-01-19,0,"Peromyscus leucopus"
1985-01-19,2,"Peromyscus maniculatus"
1985-01-19,0,"Chaetodipus penicillatus"
1985-01-19,0,"Reithrodontomys fulvescens"
1985-01-19,1,"Reithrodontomys megalotis"
1985-01-19,0,"Reithrodontomys montanus"
1985-01-19,0,"Sigmodon fulviventer"
1985-01-19,0,"Sigmodon hispidus"
1985-01-19,0,"Sigmodon ochrognathus"
1985-02-16,0,"Baiomys taylori"
1985-02-16,40,"Dipodomys merriami"
1985-02-16,17,"Dipodomys ordii"
1985-02-16,3,"Dipodomys spectabilis"
1985-02-16,0,"Neotoma albigula"
